sample_key,split,participant,sequence_id,endpoint_row,endpoint_timestamp_ns,receiving_hand,valid_future_pose_target,fair_common,unique_observation_captures,duplicate_aligned_captures_removed,noncausal_captures_removed,nominal_target_timestamp_ns,aligned_target_master_timestamp_ns,actual_target_hand_capture_timestamp_ns,target_master_alignment_error_ms,target_actual_capture_error_ms,target_x,target_y,target_z,target_qx,target_qy,target_qz,target_qw,persistence_available,persistence_reason,persistence_latest_capture_timestamp_ns,persistence_observation_age_seconds,persistence_fit_samples,persistence_fit_span_seconds,persistence_estimated_speed_m_s,persistence_x,persistence_y,persistence_z,persistence_qx,persistence_qy,persistence_qz,persistence_qw,persistence_position_error_cm,persistence_orientation_error_deg,constant_velocity_available,constant_velocity_reason,constant_velocity_latest_capture_timestamp_ns,constant_velocity_observation_age_seconds,constant_velocity_fit_samples,constant_velocity_fit_span_seconds,constant_velocity_estimated_speed_m_s,constant_velocity_x,constant_velocity_y,constant_velocity_z,constant_velocity_qx,constant_velocity_qy,constant_velocity_qz,constant_velocity_qw,constant_velocity_position_error_cm,constant_velocity_orientation_error_deg
train|Angelina_10_20260715_153801|2405802942000,train,Angelina,Angelina_10_20260715_153801,679,2405802942000,left,True,True,60,0,0,2406802942000,2406802942000,2406794645000,0.0,-8.297,-0.27368098497390747,0.3557210862636566,0.14592188596725464,-0.5319300293922424,0.3585927486419678,-0.24542146921157837,0.7267943024635315,True,available,2405794659000.0,0.008283,1,,,-0.4194313585758209,0.4397602081298828,0.23471751809120178,-0.23399922251701355,-0.3027932345867157,-0.6124107837677002,0.6917468309402466,19.02377714688519,96.02812885307311,True,available,2405794659000.0,0.008283,15,0.466658,0.40388106942830415,-0.23124921321868896,0.6899720430374146,0.49513041973114014,-0.23399922251701355,-0.3027932345867157,-0.6124107837677002,0.6917468309402466,48.52532920156053,96.02812885307311
train|Angelina_10_20260715_153801|2406136276000,train,Angelina,Angelina_10_20260715_153801,689,2406136276000,left,True,True,60,0,0,2407136276000,2407136276000,2407127977000,0.0,-8.299,-0.27655109763145447,0.3543619215488434,0.13422004878520966,-0.5116675496101379,0.36401230096817017,-0.24823012948036194,0.7376131415367126,True,available,2406127976000.0,0.0083,1,,,-0.3292756676673889,0.4178431034088135,0.2600105106830597,-0.5382850170135498,-0.003085708012804389,-0.5908032655715942,0.6009918451309204,15.04426171012962,60.40464477919173,True,available,2406127976000.0,0.0083,15,0.466668,0.29560756205217575,-0.05615723878145218,0.3987816870212555,0.3778384029865265,-0.5382850170135498,-0.003085708012804389,-0.5908032655715942,0.6009918451309204,33.15063665861896,60.40464477919173
train|Angelina_10_20260715_153801|2406469609000,train,Angelina,Angelina_10_20260715_153801,699,2406469609000,left,True,True,60,0,0,2407469609000,2407469609000,2407461308000,0.0,-8.301,-0.28018125891685486,0.35026589035987854,0.1335783749818802,-0.5136617422103882,0.37040168046951294,-0.2390870451927185,0.7360649704933167,True,available,2406461310000.0,0.008299,1,,,-0.26567116379737854,0.35368430614471436,0.19203810393810272,-0.6073560118675232,0.2944715619087219,-0.3333700895309448,0.6582321524620056,6.033049259279481,19.7030855197466,True,available,2406461310000.0,0.008299,15,0.466644,0.34413668903767747,-0.03281598165631294,0.14921146631240845,0.035918790847063065,-0.6073560118675232,0.2944715619087219,-0.3333700895309448,0.6582321524620056,33.33914458960069,19.7030855197466
train|Angelina_10_20260715_153801|2406802942000,train,Angelina,Angelina_10_20260715_153801,709,2406802942000,left,True,True,60,0,0,2407802942000,2407802942000,2407794658000,0.0,-8.284,-0.2834947407245636,0.3513030707836151,0.13807176053524017,-0.5184898972511292,0.3770787715911865,-0.2411641627550125,0.728573739528656,True,available,2406794645000.0,0.008297,1,,,-0.27368098497390747,0.3557210862636566,0.14592188596725464,-0.5319300293922424,0.3585927486419678,-0.24542146921157837,0.7267943024635315,1.3321153554170257,2.671939728003678,True,available,2406794645000.0,0.008297,15,0.466668,0.1684844821229672,-0.27960005402565,0.3413204252719879,-0.02324553020298481,-0.5319300293922424,0.3585927486419678,-0.24542146921157837,0.7267943024635315,16.167278709484325,2.671939728003678
train|Angelina_10_20260715_153801|2407136276000,train,Angelina,Angelina_10_20260715_153801,719,2407136276000,left,True,True,60,0,0,2408136276000,2408136276000,2408127977000,0.0,-8.299,-0.2823638319969177,0.35063278675079346,0.1342974156141281,-0.5138440728187561,0.3741775155067444,-0.24069339036941528,0.7334999442100525,True,available,2407127977000.0,0.008299,1,,,-0.27655109763145447,0.3543619215488434,0.13422004878520966,-0.5116675496101379,0.36401230096817017,-0.24823012948036194,0.7376131415367126,0.6906541303118465,1.5450428071561888,True,available,2407127977000.0,0.008299,15,0.466667,0.05173588278044471,-0.28518146276474,0.3534962832927704,0.08278095722198486,-0.5116675496101379,0.36401230096817017,-0.24823012948036194,0.7376131415367126,5.167285690630159,1.5450428071561888
train|Angelina_10_20260715_153801|2407469609000,train,Angelina,Angelina_10_20260715_153801,729,2407469609000,left,True,True,60,0,0,2408469609000,2408469609000,2408461327000,0.0,-8.282,-0.2807125747203827,0.35213637351989746,0.13279153406620026,-0.5095730423927307,0.3737258315086365,-0.23687846958637238,0.7379382848739624,True,available,2407461308000.0,0.008301,1,,,-0.28018125891685486,0.35026589035987854,0.1335783749818802,-0.5136617422103882,0.37040168046951294,-0.2390870451927185,0.7360649704933167,0.2097646862934948,0.6890247353129616,True,available,2407461308000.0,0.008301,15,0.466663,0.020873355949164278,-0.29577019810676575,0.3377021551132202,0.12709005177021027,-0.5136617422103882,0.37040168046951294,-0.2390870451927185,0.7360649704933167,2.162372732507736,0.6890247353129616
train|Angelina_10_20260715_153801|2407802942000,train,Angelina,Angelina_10_20260715_153801,739,2407802942000,left,True,True,60,0,0,2408802942000,2408802942000,2408794646000,0.0,-8.296,-0.2791630029678345,0.3518361747264862,0.13213327527046204,-0.5108764171600342,0.37129709124565125,-0.2330136001110077,0.7394919991493225,True,available,2407794658000.0,0.008284,1,,,-0.2834947407245636,0.3513030707836151,0.13807176053524017,-0.5184898972511292,0.3770787715911865,-0.2411641627550125,0.728573739528656,0.7369786906482741,1.907319149895968,True,available,2407794658000.0,0.008284,15,0.466682,0.013398849810018924,-0.29155611991882324,0.35257649421691895,0.1488378345966339,-0.5184898972511292,0.3770787715911865,-0.2411641627550125,0.728573739528656,2.0812970066532923,1.907319149895968
train|Angelina_10_20260715_153801|2408136276000,train,Angelina,Angelina_10_20260715_153801,749,2408136276000,left,True,True,60,0,0,2409136276000,2409136276000,2409127975000,0.0,-8.301,-0.2763186991214752,0.352326899766922,0.12993961572647095,-0.5049818754196167,0.37037867307662964,-0.22906126081943512,0.7452139854431152,True,available,2408127977000.0,0.008299,1,,,-0.2823638319969177,0.35063278675079346,0.1342974156141281,-0.5138440728187561,0.3741775155067444,-0.24069339036941528,0.7334999442100525,0.7642255573718842,2.190785854051177,True,available,2408127977000.0,0.008299,15,0.466668,0.004981454871023101,-0.280370831489563,0.349238783121109,0.12990275025367737,-0.5138440728187561,0.3741775155067444,-0.24069339036941528,0.7334999442100525,0.5094860175680599,2.190785854051177
train|Angelina_10_20260715_153801|2408469609000,train,Angelina,Angelina_10_20260715_153801,759,2408469609000,left,True,True,60,0,0,2409469609000,2409469609000,2409461309000,0.0,-8.3,-0.27926039695739746,0.3539968430995941,0.13122402131557465,-0.5001563429832458,0.3671269714832306,-0.2270965725183487,0.7506587505340576,True,available,2408461327000.0,0.008282,1,,,-0.2807125747203827,0.35213637351989746,0.13279153406620026,-0.5095730423927307,0.3737258315086365,-0.23687846958637238,0.7379382848739624,0.2833242583270854,2.262211507594025,True,available,2408461327000.0,0.008282,15,0.466681,0.009644034869485167,-0.27582335472106934,0.35424378514289856,0.12465465068817139,-0.5095730423927307,0.3737258315086365,-0.23687846958637238,0.7379382848739624,0.7418279460039471,2.262211507594025
train|Angelina_10_20260715_153801|2408802942000,train,Angelina,Angelina_10_20260715_153801,769,2408802942000,left,True,True,60,0,0,2409802942000,2409802942000,2409794647000,0.0,-8.295,-0.27715831995010376,0.35278627276420593,0.12849687039852142,-0.5120551586151123,0.36440256237983704,-0.22543632984161377,0.7444385290145874,True,available,2408794646000.0,0.008296,1,,,-0.2791630029678345,0.3518361747264862,0.13213327527046204,-0.5108764171600342,0.37129709124565125,-0.2330136001110077,0.7394919991493225,0.4259680818503919,1.3106016992359129,True,available,2408794646000.0,0.008296,15,0.466669,0.00464646098509976,-0.2763384282588959,0.35234060883522034,0.12842968106269836,-0.5108764171600342,0.37129709124565125,-0.2330136001110077,0.7394919991493225,0.0935603083448825,1.3106016992359129
