sample_key,participant,sequence_id,endpoint_timestamp_ns,target_intention,predicted_intention,modality_gaze_weight,modality_hands_weight,modality_objects_weight,modality_vio_weight,modality_clip_weight,modality_gaze_available,modality_hands_available,modality_objects_available,modality_vio_available,modality_clip_available
test|Edu_10_20260616_150412|3106145555000,Edu,Edu_10_20260616_150412,3106145555000,continue,fetch,0.258994847536087,0.1991036832332611,0.1249092146754264,0.1810432970523834,0.2359489649534225,True,True,True,True,True
test|Edu_10_20260616_150412|3106478889000,Edu,Edu_10_20260616_150412,3106478889000,continue,continue,0.2531667947769165,0.2063862234354019,0.1279482692480087,0.1870118230581283,0.2254868745803833,True,True,True,True,True
test|Edu_10_20260616_150412|3106812222000,Edu,Edu_10_20260616_150412,3106812222000,continue,fetch,0.250322937965393,0.2143125236034393,0.1334947943687439,0.1866436898708343,0.2152260094881057,True,True,True,True,True
test|Edu_10_20260616_150412|3107145555000,Edu,Edu_10_20260616_150412,3107145555000,continue,continue,0.2481690794229507,0.2231954783201217,0.1399330645799636,0.1833558678627014,0.2053465545177459,True,True,True,True,True
test|Edu_10_20260616_150412|3107478889000,Edu,Edu_10_20260616_150412,3107478889000,continue,continue,0.2464046627283096,0.2290914505720138,0.1480946689844131,0.1803672760725021,0.1960420161485672,True,True,True,True,True
test|Edu_10_20260616_150412|3107812222000,Edu,Edu_10_20260616_150412,3107812222000,continue,continue,0.242487758398056,0.2348493039608001,0.1459195762872696,0.1879773139953613,0.1887660771608352,True,True,True,True,True
test|Edu_10_20260616_150412|3108145555000,Edu,Edu_10_20260616_150412,3108145555000,continue,continue,0.2406053692102432,0.2476685494184494,0.1352228224277496,0.1857212334871292,0.1907820403575897,True,True,True,True,True
test|Edu_10_20260616_150412|3108478889000,Edu,Edu_10_20260616_150412,3108478889000,continue,continue,0.2442409992218017,0.2621159255504608,0.125093787908554,0.1740942597389221,0.1944550573825836,True,True,True,True,True
test|Edu_10_20260616_150412|3108812222000,Edu,Edu_10_20260616_150412,3108812222000,continue,continue,0.2447415590286255,0.2735155820846557,0.1138346046209335,0.1700443625450134,0.1978639066219329,True,True,True,True,True
test|Edu_10_20260616_150412|3109145555000,Edu,Edu_10_20260616_150412,3109145555000,continue,continue,0.2418863922357559,0.2833991944789886,0.1078961566090583,0.170396476984024,0.1964217722415924,True,True,True,True,True
