sample_key,participant,sequence_id,endpoint_timestamp_ns,target_intention,predicted_intention,modality_gaze_weight,modality_hands_weight,modality_objects_weight,modality_vio_weight,modality_clip_weight,modality_gaze_available,modality_hands_available,modality_objects_available,modality_vio_available,modality_clip_available
test|Edu_10_20260616_150412|3106145555000,Edu,Edu_10_20260616_150412,3106145555000,continue,handover,0.2995780110359192,0.1622808873653412,0.1089363619685173,0.2278692573308944,0.2013354748487472,True,True,True,True,True
test|Edu_10_20260616_150412|3106478889000,Edu,Edu_10_20260616_150412,3106478889000,continue,fetch,0.2969423532485962,0.1677905768156051,0.1047026291489601,0.2293182909488678,0.2012462019920349,True,True,True,True,True
test|Edu_10_20260616_150412|3106812222000,Edu,Edu_10_20260616_150412,3106812222000,continue,fetch,0.2999703288078308,0.1752613633871078,0.0998845547437667,0.2252016067504882,0.1996820867061615,True,True,True,True,True
test|Edu_10_20260616_150412|3107145555000,Edu,Edu_10_20260616_150412,3107145555000,continue,fetch,0.3006610572338104,0.1898814290761947,0.0956676378846168,0.211463376879692,0.2023265063762664,True,True,True,True,True
test|Edu_10_20260616_150412|3107478889000,Edu,Edu_10_20260616_150412,3107478889000,continue,fetch,0.2944883406162262,0.2049436569213867,0.0978547409176826,0.2015401721000671,0.2011730372905731,True,True,True,True,True
test|Edu_10_20260616_150412|3107812222000,Edu,Edu_10_20260616_150412,3107812222000,continue,fetch,0.289148211479187,0.2259308397769928,0.101027026772499,0.191773921251297,0.1921199709177017,True,True,True,True,True
test|Edu_10_20260616_150412|3108145555000,Edu,Edu_10_20260616_150412,3108145555000,continue,fetch,0.2813443541526794,0.2535585165023803,0.1012642905116081,0.185320571064949,0.1785122752189636,True,True,True,True,True
test|Edu_10_20260616_150412|3108478889000,Edu,Edu_10_20260616_150412,3108478889000,continue,continue,0.2771647870540619,0.2811862528324127,0.1067527309060096,0.1660284101963043,0.1688678115606308,True,True,True,True,True
test|Edu_10_20260616_150412|3108812222000,Edu,Edu_10_20260616_150412,3108812222000,continue,continue,0.2688909769058227,0.299671858549118,0.1129864230751991,0.1578530371189117,0.1605977118015289,True,True,True,True,True
test|Edu_10_20260616_150412|3109145555000,Edu,Edu_10_20260616_150412,3109145555000,continue,continue,0.2595827281475067,0.3114420473575592,0.1197927743196487,0.1566937118768692,0.1524887681007385,True,True,True,True,True
test|Edu_10_20260616_150412|3109478888000,Edu,Edu_10_20260616_150412,3109478888000,continue,continue,0.2557340264320373,0.3163772523403168,0.1206016466021537,0.1567194312810897,0.1505676209926605,True,True,True,True,True
test|Edu_10_20260616_150412|3109812222000,Edu,Edu_10_20260616_150412,3109812222000,continue,continue,0.2523318231105804,0.3131540417671203,0.1191830262541771,0.1623869389295578,0.1529441326856613,True,True,True,True,True
test|Edu_10_20260616_150412|3110145555000,Edu,Edu_10_20260616_150412,3110145555000,continue,continue,0.2581287324428558,0.2961145937442779,0.1172241196036338,0.1657398492097854,0.1627927273511886,True,True,True,True,True
test|Edu_10_20260616_150412|3110478888000,Edu,Edu_10_20260616_150412,3110478888000,continue,continue,0.2691942751407623,0.2639223337173462,0.114130362868309,0.1776655316352844,0.1750875413417816,True,True,True,True,True
test|Edu_10_20260616_150412|3110812222000,Edu,Edu_10_20260616_150412,3110812222000,continue,continue,0.2769617736339569,0.2311256378889084,0.1113465651869773,0.1838676035404205,0.1966983824968338,True,True,True,True,True
test|Edu_10_20260616_150412|3111145555000,Edu,Edu_10_20260616_150412,3111145555000,continue,continue,0.2791712582111358,0.2026630342006683,0.1079836189746856,0.1985458582639694,0.2116362303495407,True,True,True,True,True
test|Edu_10_20260616_150412|3111478888000,Edu,Edu_10_20260616_150412,3111478888000,continue,continue,0.2857093811035156,0.1824868023395538,0.1042169332504272,0.205638900399208,0.2219480276107788,True,True,True,True,True
test|Edu_10_20260616_150412|3111812222000,Edu,Edu_10_20260616_150412,3111812222000,continue,continue,0.2878966331481933,0.1678659617900848,0.1029437035322189,0.2121448665857315,0.2291488200426101,True,True,True,True,True
test|Edu_10_20260616_150412|3112145555000,Edu,Edu_10_20260616_150412,3112145555000,continue,handover,0.2833618521690368,0.1625986993312835,0.1024897620081901,0.2229191362857818,0.2286305725574493,True,True,True,True,True
test|Edu_10_20260616_150412|3112478888000,Edu,Edu_10_20260616_150412,3112478888000,continue,continue,0.2804064750671386,0.166926309466362,0.1011592447757721,0.2259523570537567,0.2255555540323257,True,True,True,True,True
test|Edu_10_20260616_150412|3112812221000,Edu,Edu_10_20260616_150412,3112812221000,continue,continue,0.2774544060230255,0.1756405085325241,0.0975785031914711,0.2341150194406509,0.2152115702629089,True,True,True,True,True
test|Edu_10_20260616_150412|3113145555000,Edu,Edu_10_20260616_150412,3113145555000,continue,continue,0.278647243976593,0.1819051653146743,0.0966132506728172,0.229407399892807,0.2134269028902053,True,True,True,True,True
test|Edu_10_20260616_150412|3113478888000,Edu,Edu_10_20260616_150412,3113478888000,continue,continue,0.2786484956741333,0.1904167234897613,0.0950138568878173,0.2262557446956634,0.2096651792526245,True,True,True,True,True
test|Edu_10_20260616_150412|3113812221000,Edu,Edu_10_20260616_150412,3113812221000,continue,continue,0.2773825228214264,0.2041127979755401,0.0921581014990806,0.220949575304985,0.2053969204425811,True,True,True,True,True
test|Edu_10_20260616_150412|3114145555000,Edu,Edu_10_20260616_150412,3114145555000,continue,continue,0.2734266519546509,0.2190697938203811,0.0897346436977386,0.2129782885313034,0.2047906070947647,True,True,True,True,True
test|Edu_10_20260616_150412|3114478888000,Edu,Edu_10_20260616_150412,3114478888000,continue,continue,0.2720732986927032,0.2239884287118911,0.0893755033612251,0.2092164605855941,0.2053463011980056,True,True,True,True,True
test|Edu_10_20260616_150412|3114812221000,Edu,Edu_10_20260616_150412,3114812221000,continue,continue,0.272732138633728,0.2283074259757995,0.0910364314913749,0.2018181979656219,0.2061057835817337,True,True,True,True,True
test|Edu_10_20260616_150412|3115145555000,Edu,Edu_10_20260616_150412,3115145555000,continue,continue,0.2685713768005371,0.2455899715423584,0.0902387201786041,0.1923882663249969,0.2032116949558258,True,True,True,True,True
test|Edu_10_20260616_150412|3115478888000,Edu,Edu_10_20260616_150412,3115478888000,continue,continue,0.2647651135921478,0.2485604584217071,0.0882086604833602,0.1938545256853103,0.2046112716197967,True,True,True,True,True
test|Edu_10_20260616_150412|3115812221000,Edu,Edu_10_20260616_150412,3115812221000,continue,continue,0.268426775932312,0.241450160741806,0.0893939062952995,0.1958677321672439,0.204861432313919,True,True,True,True,True
test|Edu_10_20260616_150412|3116145554000,Edu,Edu_10_20260616_150412,3116145554000,continue,continue,0.2705350816249847,0.2447421997785568,0.0912141501903534,0.1911437660455703,0.2023648023605346,True,True,True,True,True
test|Edu_10_20260616_150412|3116478888000,Edu,Edu_10_20260616_150412,3116478888000,continue,continue,0.268578290939331,0.2483068853616714,0.0931749865412712,0.1867252886295318,0.2032144963741302,True,True,True,True,True
test|Edu_10_20260616_150412|3116812221000,Edu,Edu_10_20260616_150412,3116812221000,continue,continue,0.2654621005058288,0.2451442331075668,0.0947208553552627,0.1889875084161758,0.2056853324174881,True,True,True,True,True
test|Edu_10_20260616_150412|3117145554000,Edu,Edu_10_20260616_150412,3117145554000,continue,continue,0.2596659362316131,0.2385542690753936,0.0973540395498275,0.1966838985681533,0.207741841673851,True,True,True,True,True
test|Edu_10_20260616_150412|3117478888000,Edu,Edu_10_20260616_150412,3117478888000,continue,continue,0.2527152299880981,0.2387059032917022,0.1023848056793212,0.2013934552669525,0.2048006355762481,True,True,True,True,True
test|Edu_10_20260616_150412|3117812221000,Edu,Edu_10_20260616_150412,3117812221000,continue,continue,0.2461978793144226,0.2416555434465408,0.1065353825688362,0.2040065079927444,0.20160473883152,True,True,True,True,True
test|Edu_10_20260616_150412|3118145554000,Edu,Edu_10_20260616_150412,3118145554000,continue,continue,0.2415604591369629,0.2320626974105835,0.1091553121805191,0.2112423628568649,0.2059792280197143,True,True,True,True,True
test|Edu_10_20260616_150412|3118478888000,Edu,Edu_10_20260616_150412,3118478888000,continue,continue,0.2386102378368377,0.2183505296707153,0.1094828024506568,0.2229345589876175,0.210621953010559,True,True,True,True,True
test|Edu_10_20260616_150412|3118812221000,Edu,Edu_10_20260616_150412,3118812221000,continue,fetch,0.2396896332502365,0.2083459794521331,0.1100006774067878,0.2331214547157287,0.2088422626256942,True,True,True,True,True
test|Edu_10_20260616_150412|3119145554000,Edu,Edu_10_20260616_150412,3119145554000,continue,fetch,0.2441619634628296,0.2009334117174148,0.1092594042420387,0.23867067694664,0.206974521279335,True,True,True,True,True
test|Edu_10_20260616_150412|3119478887000,Edu,Edu_10_20260616_150412,3119478887000,continue,fetch,0.2459149956703186,0.1943904906511306,0.1058839410543441,0.2451030164957046,0.2087075561285019,True,True,True,True,True
test|Edu_10_20260616_150412|3119812221000,Edu,Edu_10_20260616_150412,3119812221000,continue,fetch,0.2445921003818512,0.1865728795528412,0.1012247130274772,0.2523649632930755,0.2152453660964965,True,True,True,True,True
test|Edu_10_20260616_150412|3120145554000,Edu,Edu_10_20260616_150412,3120145554000,continue,fetch,0.2448735982179641,0.1808546483516693,0.0999834686517715,0.2594790458679199,0.214809238910675,True,True,True,True,True
test|Edu_10_20260616_150412|3120478887000,Edu,Edu_10_20260616_150412,3120478887000,continue,fetch,0.2452743202447891,0.1819559186697006,0.0998010337352752,0.2622218132019043,0.2107468694448471,True,True,True,True,True
test|Edu_10_20260616_150412|3120812221000,Edu,Edu_10_20260616_150412,3120812221000,continue,fetch,0.2418389469385147,0.1841496378183365,0.0977688729763031,0.2637010812759399,0.2125414609909057,True,True,True,True,True
test|Edu_10_20260616_150412|3121145554000,Edu,Edu_10_20260616_150412,3121145554000,continue,fetch,0.2445957958698272,0.1890822947025299,0.0960729792714119,0.2618462443351745,0.2084026634693145,True,True,True,True,True
test|Edu_10_20260616_150412|3121478887000,Edu,Edu_10_20260616_150412,3121478887000,continue,fetch,0.2500390112400055,0.1943504214286804,0.0950104370713234,0.2559756338596344,0.2046245336532592,True,True,True,True,True
test|Edu_10_20260616_150412|3121812220000,Edu,Edu_10_20260616_150412,3121812220000,continue,fetch,0.2584359049797058,0.1999015659093856,0.0964727476239204,0.2484403848648071,0.1967493444681167,True,True,True,True,True
test|Edu_10_20260616_150412|3122145554000,Edu,Edu_10_20260616_150412,3122145554000,continue,fetch,0.2643937170505523,0.1947519183158874,0.0955540761351585,0.2530204653739929,0.1922798305749893,True,True,True,True,True
