sample_key,participant,sequence_id,endpoint_timestamp_ns,target_intention,predicted_intention,modality_gaze_weight,modality_hands_weight,modality_objects_weight,modality_vio_weight,modality_clip_weight,modality_gaze_available,modality_hands_available,modality_objects_available,modality_vio_available,modality_clip_available
test|Edu_10_20260616_150412|3106145555000,Edu,Edu_10_20260616_150412,3106145555000,continue,handover,0.2524833977222442,0.1984976381063461,0.1560150980949401,0.1910488754510879,0.2019549757242202,True,True,True,True,True
test|Edu_10_20260616_150412|3106478889000,Edu,Edu_10_20260616_150412,3106478889000,continue,continue,0.2529999017715454,0.204225406050682,0.1541886031627655,0.185123786330223,0.2034623324871063,True,True,True,True,True
test|Edu_10_20260616_150412|3106812222000,Edu,Edu_10_20260616_150412,3106812222000,continue,continue,0.2492556422948837,0.2127071022987365,0.1527363508939743,0.1808553636074066,0.2044455260038375,True,True,True,True,True
test|Edu_10_20260616_150412|3107145555000,Edu,Edu_10_20260616_150412,3107145555000,continue,continue,0.2473994791507721,0.22061188519001,0.1528523415327072,0.1754074990749359,0.2037287950515747,True,True,True,True,True
test|Edu_10_20260616_150412|3107478889000,Edu,Edu_10_20260616_150412,3107478889000,continue,continue,0.248202234506607,0.2253472954034805,0.1578429937362671,0.1698723882436752,0.1987350881099701,True,True,True,True,True
test|Edu_10_20260616_150412|3107812222000,Edu,Edu_10_20260616_150412,3107812222000,continue,continue,0.2488994747400283,0.2270838171243667,0.1658281981945037,0.1634605228900909,0.1947280019521713,True,True,True,True,True
test|Edu_10_20260616_150412|3108145555000,Edu,Edu_10_20260616_150412,3108145555000,continue,continue,0.250192254781723,0.2306516319513321,0.1691629588603973,0.1603394597768783,0.189653679728508,True,True,True,True,True
test|Edu_10_20260616_150412|3108478889000,Edu,Edu_10_20260616_150412,3108478889000,continue,continue,0.2512759566307068,0.2317958027124405,0.1687083840370178,0.1630826741456985,0.1851371079683303,True,True,True,True,True
test|Edu_10_20260616_150412|3108812222000,Edu,Edu_10_20260616_150412,3108812222000,continue,continue,0.2552771270275116,0.2301315069198608,0.1688622385263443,0.1641315072774887,0.1815976500511169,True,True,True,True,True
test|Edu_10_20260616_150412|3109145555000,Edu,Edu_10_20260616_150412,3109145555000,continue,continue,0.2606020867824554,0.2277499139308929,0.1690571755170822,0.1635845005512237,0.1790063381195068,True,True,True,True,True
